id,type,text,dialect,syllable_count,estimated_duration,actual_duration_mean,standard_deviation,duration_measurement_status,duration_model,pronunciation_ipa,syllable_sequence,initials,nuclei,codas,phoneme_sequence,phoneme_set,phoneme_transitions,cross_word_transition,tone_sequence,tone_set,tone_transitions,checked_syllables,checked_syllable_count,phonological_features,viseme_sequence,viseme_set,viseme_transitions,visual_features,phoneme_viseme_pairs,av_transitions,phoneme_coverage_gain,coda_coverage_gain,tone_coverage_gain,phoneme_transition_gain,tone_transition_gain,combined_transition_gain,viseme_coverage_gain,viseme_transition_gain,av_transition_gain,audio_score,vision_score,joint_av_score,audio_score_per_sec,vision_score_per_sec,joint_av_score_per_sec
V032,word,mũi,Northern Vietnamese (Hanoi),1,0.52,0.52,0.07,MODELED_PROXY_NOT_RECORDED,0.18 + 0.34*syllables - 0.03*checked + 0.08*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*tone_types,/muj/,mũi,m,u,i,m-u-j,"j,m,u","m→u,u→j",,ngã,ngã,,,0,phonation_contrast,bilabial_closure → rounded → palatal,"bilabial_closure,palatal,rounded","bilabial_closure→rounded,rounded→palatal","bilabial_closure,palatal,rounded","m:bilabial_closure,u:rounded,j:palatal","m:bilabial_closure→u:rounded,u:rounded→j:palatal",0.06976744186046512,0.08333333333333333,0.16666666666666666,0.012578616352201259,0,0.006289308176100629,0.3,0.03636363636363636,0.012578616352201259,0.08151418750914144,0.16818181818181818,0.09642842896462904,0.15675805290219508,0.32342657342657344,0.18543928647044045
V033,word,tóc,Northern Vietnamese (Hanoi),1,0.49,0.49,0.07,MODELED_PROXY_NOT_RECORDED,0.18 + 0.34*syllables - 0.03*checked + 0.08*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*tone_types,/tɔk̚/,tóc,t,o,c,t-ɔ-k̚,"k̚,t,ɔ","t→ɔ,ɔ→k̚",,sắc,sắc,,tóc,1,checked_syllable,coronal → rounded → low_visibility_velar,"coronal,low_visibility_velar,rounded","coronal→rounded,rounded→low_visibility_velar","coronal,low_visibility_velar,rounded","t:coronal,ɔ:rounded,k̚:low_visibility_velar","t:coronal→ɔ:rounded,ɔ:rounded→k̚:low_visibility_velar",0.06976744186046512,0.08333333333333333,0.16666666666666666,0.012578616352201259,0,0.006289308176100629,0.3,0.03636363636363636,0.012578616352201259,0.08151418750914144,0.16818181818181818,0.09642842896462904,0.16635548471253356,0.3432282003710575,0.19679271217271233
V034,word,tay,Northern Vietnamese (Hanoi),1,0.52,0.52,0.07,MODELED_PROXY_NOT_RECORDED,0.18 + 0.34*syllables - 0.03*checked + 0.08*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*tone_types,/taːj/,tay,t,a,y,t-aː-j,"aː,j,t","t→aː,aː→j",,ngang,ngang,,,0,,coronal → open_vowel → palatal,"coronal,open_vowel,palatal","coronal→open_vowel,open_vowel→palatal","coronal,open_vowel,palatal","t:coronal,aː:open_vowel,j:palatal","t:coronal→aː:open_vowel,aː:open_vowel→j:palatal",0.06976744186046512,0.08333333333333333,0.16666666666666666,0.012578616352201259,0,0.006289308176100629,0.3,0.03636363636363636,0.012578616352201259,0.08151418750914144,0.16818181818181818,0.09642842896462904,0.15675805290219508,0.32342657342657344,0.18543928647044045
V035,word,chân,Northern Vietnamese (Hanoi),1,0.52,0.52,0.07,MODELED_PROXY_NOT_RECORDED,0.18 + 0.34*syllables - 0.03*checked + 0.08*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*tone_types,/cən/,chân,ch,â,n,c-ə-n,"c,n,ə","c→ə,ə→n",,ngang,ngang,,,0,,palatal → central_vowel → coronal,"central_vowel,coronal,palatal","palatal→central_vowel,central_vowel→coronal","central_vowel,coronal,palatal","c:palatal,ə:central_vowel,n:coronal","c:palatal→ə:central_vowel,ə:central_vowel→n:coronal",0.06976744186046512,0.08333333333333333,0.16666666666666666,0.012578616352201259,0,0.006289308176100629,0.3,0.03636363636363636,0.012578616352201259,0.08151418750914144,0.16818181818181818,0.09642842896462904,0.15675805290219508,0.32342657342657344,0.18543928647044045
V036,word,mặt,Northern Vietnamese (Hanoi),1,0.49,0.49,0.07,MODELED_PROXY_NOT_RECORDED,0.18 + 0.34*syllables - 0.03*checked + 0.08*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*tone_types,/mat̚/,mặt,m,ă,t,m-a-t̚,"a,m,t̚","m→a,a→t̚",,nặng,nặng,,mặt,1,"checked_syllable,phonation_contrast",bilabial_closure → open_vowel → coronal,"bilabial_closure,coronal,open_vowel","bilabial_closure→open_vowel,open_vowel→coronal","bilabial_closure,coronal,open_vowel","m:bilabial_closure,a:open_vowel,t̚:coronal","m:bilabial_closure→a:open_vowel,a:open_vowel→t̚:coronal",0.06976744186046512,0.08333333333333333,0.16666666666666666,0.012578616352201259,0,0.006289308176100629,0.3,0.03636363636363636,0.012578616352201259,0.08151418750914144,0.16818181818181818,0.09642842896462904,0.16635548471253356,0.3432282003710575,0.19679271217271233
V037,word,miệng,Northern Vietnamese (Hanoi),1,0.52,0.52,0.07,MODELED_PROXY_NOT_RECORDED,0.18 + 0.34*syllables - 0.03*checked + 0.08*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*tone_types,/miəŋ/,miệng,m,iê,ng,m-iə-ŋ,"iə,m,ŋ","m→iə,iə→ŋ",,nặng,nặng,,,0,phonation_contrast,bilabial_closure → spread_vowel → low_visibility_velar,"bilabial_closure,low_visibility_velar,spread_vowel","bilabial_closure→spread_vowel,spread_vowel→low_visibility_velar","bilabial_closure,low_visibility_velar,spread_vowel","m:bilabial_closure,iə:spread_vowel,ŋ:low_visibility_velar","m:bilabial_closure→iə:spread_vowel,iə:spread_vowel→ŋ:low_visibility_velar",0.06976744186046512,0.08333333333333333,0.16666666666666666,0.012578616352201259,0,0.006289308176100629,0.3,0.03636363636363636,0.012578616352201259,0.08151418750914144,0.16818181818181818,0.09642842896462904,0.15675805290219508,0.32342657342657344,0.18543928647044045
V038,word,tai,Northern Vietnamese (Hanoi),1,0.52,0.52,0.07,MODELED_PROXY_NOT_RECORDED,0.18 + 0.34*syllables - 0.03*checked + 0.08*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*tone_types,/taːj/,tai,t,a,i,t-aː-j,"aː,j,t","t→aː,aː→j",,ngang,ngang,,,0,,coronal → open_vowel → palatal,"coronal,open_vowel,palatal","coronal→open_vowel,open_vowel→palatal","coronal,open_vowel,palatal","t:coronal,aː:open_vowel,j:palatal","t:coronal→aː:open_vowel,aː:open_vowel→j:palatal",0.06976744186046512,0.08333333333333333,0.16666666666666666,0.012578616352201259,0,0.006289308176100629,0.3,0.03636363636363636,0.012578616352201259,0.08151418750914144,0.16818181818181818,0.09642842896462904,0.15675805290219508,0.32342657342657344,0.18543928647044045
V039,word,mẹ,Northern Vietnamese (Hanoi),1,0.52,0.52,0.07,MODELED_PROXY_NOT_RECORDED,0.18 + 0.34*syllables - 0.03*checked + 0.08*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*tone_types,/mɛ/,mẹ,m,e,∅,m-ɛ,"m,ɛ",m→ɛ,,nặng,nặng,,,0,phonation_contrast,bilabial_closure → spread_vowel,"bilabial_closure,spread_vowel",bilabial_closure→spread_vowel,"bilabial_closure,spread_vowel","m:bilabial_closure,ɛ:spread_vowel",m:bilabial_closure→ɛ:spread_vowel,0.046511627906976744,0,0.16666666666666666,0.006289308176100629,0,0.0031446540880503146,0.2,0.01818181818181818,0.006289308176100629,0.05408073716542343,0.1090909090909091,0.06297058214565894,0.10400141762581429,0.2097902097902098,0.12109727335703642
V040,word,bố,Northern Vietnamese (Hanoi),1,0.52,0.52,0.07,MODELED_PROXY_NOT_RECORDED,0.18 + 0.34*syllables - 0.03*checked + 0.08*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*tone_types,/ɓo/,bố,b,ô,∅,ɓ-o,"o,ɓ",ɓ→o,,sắc,sắc,,,0,,bilabial_closure → rounded,"bilabial_closure,rounded",bilabial_closure→rounded,"bilabial_closure,rounded","ɓ:bilabial_closure,o:rounded",ɓ:bilabial_closure→o:rounded,0.046511627906976744,0,0.16666666666666666,0.006289308176100629,0,0.0031446540880503146,0.2,0.01818181818181818,0.006289308176100629,0.05408073716542343,0.1090909090909091,0.06297058214565894,0.10400141762581429,0.2097902097902098,0.12109727335703642
V041,word,anh,Northern Vietnamese (Hanoi),1,0.52,0.52,0.07,MODELED_PROXY_NOT_RECORDED,0.18 + 0.34*syllables - 0.03*checked + 0.08*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*tone_types,/aːɲ/,anh,∅,a,nh,aː-ɲ,"aː,ɲ",aː→ɲ,,ngang,ngang,,,0,,open_vowel → palatal,"open_vowel,palatal",open_vowel→palatal,"open_vowel,palatal","aː:open_vowel,ɲ:palatal",aː:open_vowel→ɲ:palatal,0.046511627906976744,0.08333333333333333,0.16666666666666666,0.006289308176100629,0,0.0031446540880503146,0.2,0.01818181818181818,0.006289308176100629,0.07491407049875676,0.1090909090909091,0.07487534405042083,0.14406552018991683,0.2097902097902098,0.14399104625080927
V042,word,chị,Northern Vietnamese (Hanoi),1,0.52,0.52,0.07,MODELED_PROXY_NOT_RECORDED,0.18 + 0.34*syllables - 0.03*checked + 0.08*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*tone_types,/ci/,chị,ch,i,∅,c-i,"c,i",c→i,,nặng,nặng,,,0,phonation_contrast,palatal → spread_vowel,"palatal,spread_vowel",palatal→spread_vowel,"palatal,spread_vowel","c:palatal,i:spread_vowel",c:palatal→i:spread_vowel,0.046511627906976744,0,0.16666666666666666,0.006289308176100629,0,0.0031446540880503146,0.2,0.01818181818181818,0.006289308176100629,0.05408073716542343,0.1090909090909091,0.06297058214565894,0.10400141762581429,0.2097902097902098,0.12109727335703642
V043,word,em,Northern Vietnamese (Hanoi),1,0.52,0.52,0.07,MODELED_PROXY_NOT_RECORDED,0.18 + 0.34*syllables - 0.03*checked + 0.08*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*tone_types,/ɛm/,em,∅,e,m,ɛ-m,"m,ɛ",ɛ→m,,ngang,ngang,,,0,,spread_vowel → bilabial_closure,"bilabial_closure,spread_vowel",spread_vowel→bilabial_closure,"bilabial_closure,spread_vowel","ɛ:spread_vowel,m:bilabial_closure",ɛ:spread_vowel→m:bilabial_closure,0.046511627906976744,0.08333333333333333,0.16666666666666666,0.006289308176100629,0,0.0031446540880503146,0.2,0.01818181818181818,0.006289308176100629,0.07491407049875676,0.1090909090909091,0.07487534405042083,0.14406552018991683,0.2097902097902098,0.14399104625080927
V044,word,người,Northern Vietnamese (Hanoi),1,0.52,0.52,0.07,MODELED_PROXY_NOT_RECORDED,0.18 + 0.34*syllables - 0.03*checked + 0.08*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*tone_types,/ŋɯəj/,người,ng,ươ,i,ŋ-ɯə-j,"j,ŋ,ɯə","ŋ→ɯə,ɯə→j",,huyền,huyền,,,0,,low_visibility_velar → central_vowel → palatal,"central_vowel,low_visibility_velar,palatal","low_visibility_velar→central_vowel,central_vowel→palatal","central_vowel,low_visibility_velar,palatal","ŋ:low_visibility_velar,ɯə:central_vowel,j:palatal","ŋ:low_visibility_velar→ɯə:central_vowel,ɯə:central_vowel→j:palatal",0.06976744186046512,0.08333333333333333,0.16666666666666666,0.012578616352201259,0,0.006289308176100629,0.3,0.03636363636363636,0.012578616352201259,0.08151418750914144,0.16818181818181818,0.09642842896462904,0.15675805290219508,0.32342657342657344,0.18543928647044045
V045,word,trẻ,Northern Vietnamese (Hanoi),1,0.52,0.52,0.07,MODELED_PROXY_NOT_RECORDED,0.18 + 0.34*syllables - 0.03*checked + 0.08*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*tone_types,/ʈɛ/,trẻ,tr,e,∅,ʈ-ɛ,"ɛ,ʈ",ʈ→ɛ,,hỏi,hỏi,,,0,,coronal → spread_vowel,"coronal,spread_vowel",coronal→spread_vowel,"coronal,spread_vowel","ʈ:coronal,ɛ:spread_vowel",ʈ:coronal→ɛ:spread_vowel,0.046511627906976744,0,0.16666666666666666,0.006289308176100629,0,0.0031446540880503146,0.2,0.01818181818181818,0.006289308176100629,0.05408073716542343,0.1090909090909091,0.06297058214565894,0.10400141762581429,0.2097902097902098,0.12109727335703642
V046,word,nhỏ,Northern Vietnamese (Hanoi),1,0.52,0.52,0.07,MODELED_PROXY_NOT_RECORDED,0.18 + 0.34*syllables - 0.03*checked + 0.08*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*tone_types,/ɲɔ/,nhỏ,nh,o,∅,ɲ-ɔ,"ɔ,ɲ",ɲ→ɔ,,hỏi,hỏi,,,0,,palatal → rounded,"palatal,rounded",palatal→rounded,"palatal,rounded","ɲ:palatal,ɔ:rounded",ɲ:palatal→ɔ:rounded,0.046511627906976744,0,0.16666666666666666,0.006289308176100629,0,0.0031446540880503146,0.2,0.01818181818181818,0.006289308176100629,0.05408073716542343,0.1090909090909091,0.06297058214565894,0.10400141762581429,0.2097902097902098,0.12109727335703642
V047,word,lớn,Northern Vietnamese (Hanoi),1,0.52,0.52,0.07,MODELED_PROXY_NOT_RECORDED,0.18 + 0.34*syllables - 0.03*checked + 0.08*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*tone_types,/lɤn/,lớn,l,ơ,n,l-ɤ-n,"l,n,ɤ","l→ɤ,ɤ→n",,sắc,sắc,,,0,,coronal → central_vowel → coronal,"central_vowel,coronal","coronal→central_vowel,central_vowel→coronal","central_vowel,coronal","l:coronal,ɤ:central_vowel,n:coronal","l:coronal→ɤ:central_vowel,ɤ:central_vowel→n:coronal",0.06976744186046512,0.08333333333333333,0.16666666666666666,0.012578616352201259,0,0.006289308176100629,0.2,0.03636363636363636,0.012578616352201259,0.08151418750914144,0.1181818181818182,0.08214271467891478,0.15675805290219508,0.2272727272727273,0.15796675899791301
V048,word,đẹp,Northern Vietnamese (Hanoi),1,0.49,0.49,0.07,MODELED_PROXY_NOT_RECORDED,0.18 + 0.34*syllables - 0.03*checked + 0.08*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*tone_types,/ɗɛp̚/,đẹp,đ,e,p,ɗ-ɛ-p̚,"p̚,ɗ,ɛ","ɗ→ɛ,ɛ→p̚",,nặng,nặng,,đẹp,1,"checked_syllable,phonation_contrast",central_vowel → spread_vowel → bilabial_closure,"bilabial_closure,central_vowel,spread_vowel","central_vowel→spread_vowel,spread_vowel→bilabial_closure","bilabial_closure,central_vowel,spread_vowel","ɗ:central_vowel,ɛ:spread_vowel,p̚:bilabial_closure","ɗ:central_vowel→ɛ:spread_vowel,ɛ:spread_vowel→p̚:bilabial_closure",0.06976744186046512,0.08333333333333333,0.16666666666666666,0.012578616352201259,0,0.006289308176100629,0.3,0.03636363636363636,0.012578616352201259,0.08151418750914144,0.16818181818181818,0.09642842896462904,0.16635548471253356,0.3432282003710575,0.19679271217271233
V049,word,khỏe,Northern Vietnamese (Hanoi),1,0.52,0.52,0.07,MODELED_PROXY_NOT_RECORDED,0.18 + 0.34*syllables - 0.03*checked + 0.08*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*tone_types,/xwɛ/,khỏe,kh,oe,∅,x-wɛ,"wɛ,x",x→wɛ,,hỏi,hỏi,,,0,,low_visibility_velar → rounded,"low_visibility_velar,rounded",low_visibility_velar→rounded,"low_visibility_velar,rounded","x:low_visibility_velar,wɛ:rounded",x:low_visibility_velar→wɛ:rounded,0.046511627906976744,0,0.16666666666666666,0.006289308176100629,0,0.0031446540880503146,0.2,0.01818181818181818,0.006289308176100629,0.05408073716542343,0.1090909090909091,0.06297058214565894,0.10400141762581429,0.2097902097902098,0.12109727335703642
V050,word,lạnh,Northern Vietnamese (Hanoi),1,0.52,0.52,0.07,MODELED_PROXY_NOT_RECORDED,0.18 + 0.34*syllables - 0.03*checked + 0.08*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*tone_types,/laːɲ/,lạnh,l,a,nh,l-aː-ɲ,"aː,l,ɲ","l→aː,aː→ɲ",,nặng,nặng,,,0,phonation_contrast,coronal → open_vowel → palatal,"coronal,open_vowel,palatal","coronal→open_vowel,open_vowel→palatal","coronal,open_vowel,palatal","l:coronal,aː:open_vowel,ɲ:palatal","l:coronal→aː:open_vowel,aː:open_vowel→ɲ:palatal",0.06976744186046512,0.08333333333333333,0.16666666666666666,0.012578616352201259,0,0.006289308176100629,0.3,0.03636363636363636,0.012578616352201259,0.08151418750914144,0.16818181818181818,0.09642842896462904,0.15675805290219508,0.32342657342657344,0.18543928647044045
V051,word,nóng,Northern Vietnamese (Hanoi),1,0.52,0.52,0.07,MODELED_PROXY_NOT_RECORDED,0.18 + 0.34*syllables - 0.03*checked + 0.08*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*tone_types,/nɔŋ/,nóng,n,o,ng,n-ɔ-ŋ,"n,ŋ,ɔ","n→ɔ,ɔ→ŋ",,sắc,sắc,,,0,,coronal → rounded → low_visibility_velar,"coronal,low_visibility_velar,rounded","coronal→rounded,rounded→low_visibility_velar","coronal,low_visibility_velar,rounded","n:coronal,ɔ:rounded,ŋ:low_visibility_velar","n:coronal→ɔ:rounded,ɔ:rounded→ŋ:low_visibility_velar",0.06976744186046512,0.08333333333333333,0.16666666666666666,0.012578616352201259,0,0.006289308176100629,0.3,0.03636363636363636,0.012578616352201259,0.08151418750914144,0.16818181818181818,0.09642842896462904,0.15675805290219508,0.32342657342657344,0.18543928647044045
V052,word,sáng,Northern Vietnamese (Hanoi),1,0.52,0.52,0.07,MODELED_PROXY_NOT_RECORDED,0.18 + 0.34*syllables - 0.03*checked + 0.08*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*tone_types,/ʂaːŋ/,sáng,s,a,ng,ʂ-aː-ŋ,"aː,ŋ,ʂ","ʂ→aː,aː→ŋ",,sắc,sắc,,,0,,coronal → open_vowel → low_visibility_velar,"coronal,low_visibility_velar,open_vowel","coronal→open_vowel,open_vowel→low_visibility_velar","coronal,low_visibility_velar,open_vowel","ʂ:coronal,aː:open_vowel,ŋ:low_visibility_velar","ʂ:coronal→aː:open_vowel,aː:open_vowel→ŋ:low_visibility_velar",0.06976744186046512,0.08333333333333333,0.16666666666666666,0.012578616352201259,0,0.006289308176100629,0.3,0.03636363636363636,0.012578616352201259,0.08151418750914144,0.16818181818181818,0.09642842896462904,0.15675805290219508,0.32342657342657344,0.18543928647044045
V053,word,tối,Northern Vietnamese (Hanoi),1,0.52,0.52,0.07,MODELED_PROXY_NOT_RECORDED,0.18 + 0.34*syllables - 0.03*checked + 0.08*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*tone_types,/toj/,tối,t,ô,i,t-o-j,"j,o,t","t→o,o→j",,sắc,sắc,,,0,,coronal → rounded → palatal,"coronal,palatal,rounded","coronal→rounded,rounded→palatal","coronal,palatal,rounded","t:coronal,o:rounded,j:palatal","t:coronal→o:rounded,o:rounded→j:palatal",0.06976744186046512,0.08333333333333333,0.16666666666666666,0.012578616352201259,0,0.006289308176100629,0.3,0.03636363636363636,0.012578616352201259,0.08151418750914144,0.16818181818181818,0.09642842896462904,0.15675805290219508,0.32342657342657344,0.18543928647044045
V054,word,đỏ,Northern Vietnamese (Hanoi),1,0.52,0.52,0.07,MODELED_PROXY_NOT_RECORDED,0.18 + 0.34*syllables - 0.03*checked + 0.08*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*tone_types,/ɗɔ/,đỏ,đ,o,∅,ɗ-ɔ,"ɔ,ɗ",ɗ→ɔ,,hỏi,hỏi,,,0,,central_vowel → rounded,"central_vowel,rounded",central_vowel→rounded,"central_vowel,rounded","ɗ:central_vowel,ɔ:rounded",ɗ:central_vowel→ɔ:rounded,0.046511627906976744,0,0.16666666666666666,0.006289308176100629,0,0.0031446540880503146,0.2,0.01818181818181818,0.006289308176100629,0.05408073716542343,0.1090909090909091,0.06297058214565894,0.10400141762581429,0.2097902097902098,0.12109727335703642
V055,word,trắng,Northern Vietnamese (Hanoi),1,0.52,0.52,0.07,MODELED_PROXY_NOT_RECORDED,0.18 + 0.34*syllables - 0.03*checked + 0.08*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*tone_types,/ʈaŋ/,trắng,tr,ă,ng,ʈ-a-ŋ,"a,ŋ,ʈ","ʈ→a,a→ŋ",,sắc,sắc,,,0,,coronal → open_vowel → low_visibility_velar,"coronal,low_visibility_velar,open_vowel","coronal→open_vowel,open_vowel→low_visibility_velar","coronal,low_visibility_velar,open_vowel","ʈ:coronal,a:open_vowel,ŋ:low_visibility_velar","ʈ:coronal→a:open_vowel,a:open_vowel→ŋ:low_visibility_velar",0.06976744186046512,0.08333333333333333,0.16666666666666666,0.012578616352201259,0,0.006289308176100629,0.3,0.03636363636363636,0.012578616352201259,0.08151418750914144,0.16818181818181818,0.09642842896462904,0.15675805290219508,0.32342657342657344,0.18543928647044045
V056,word,xanh,Northern Vietnamese (Hanoi),1,0.52,0.52,0.07,MODELED_PROXY_NOT_RECORDED,0.18 + 0.34*syllables - 0.03*checked + 0.08*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*tone_types,/saːɲ/,xanh,x,a,nh,s-aː-ɲ,"aː,s,ɲ","s→aː,aː→ɲ",,ngang,ngang,,,0,,coronal → open_vowel → palatal,"coronal,open_vowel,palatal","coronal→open_vowel,open_vowel→palatal","coronal,open_vowel,palatal","s:coronal,aː:open_vowel,ɲ:palatal","s:coronal→aː:open_vowel,aː:open_vowel→ɲ:palatal",0.06976744186046512,0.08333333333333333,0.16666666666666666,0.012578616352201259,0,0.006289308176100629,0.3,0.03636363636363636,0.012578616352201259,0.08151418750914144,0.16818181818181818,0.09642842896462904,0.15675805290219508,0.32342657342657344,0.18543928647044045
V057,word,vàng,Northern Vietnamese (Hanoi),1,0.52,0.52,0.07,MODELED_PROXY_NOT_RECORDED,0.18 + 0.34*syllables - 0.03*checked + 0.08*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*tone_types,/vaːŋ/,vàng,v,a,ng,v-aː-ŋ,"aː,v,ŋ","v→aː,aː→ŋ",,huyền,huyền,,,0,,labiodental → open_vowel → low_visibility_velar,"labiodental,low_visibility_velar,open_vowel","labiodental→open_vowel,open_vowel→low_visibility_velar","labiodental,low_visibility_velar,open_vowel","v:labiodental,aː:open_vowel,ŋ:low_visibility_velar","v:labiodental→aː:open_vowel,aː:open_vowel→ŋ:low_visibility_velar",0.06976744186046512,0.08333333333333333,0.16666666666666666,0.012578616352201259,0,0.006289308176100629,0.3,0.03636363636363636,0.012578616352201259,0.08151418750914144,0.16818181818181818,0.09642842896462904,0.15675805290219508,0.32342657342657344,0.18543928647044045
V058,word,đen,Northern Vietnamese (Hanoi),1,0.52,0.52,0.07,MODELED_PROXY_NOT_RECORDED,0.18 + 0.34*syllables - 0.03*checked + 0.08*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*tone_types,/ɗɛn/,đen,đ,e,n,ɗ-ɛ-n,"n,ɗ,ɛ","ɗ→ɛ,ɛ→n",,ngang,ngang,,,0,,central_vowel → spread_vowel → coronal,"central_vowel,coronal,spread_vowel","central_vowel→spread_vowel,spread_vowel→coronal","central_vowel,coronal,spread_vowel","ɗ:central_vowel,ɛ:spread_vowel,n:coronal","ɗ:central_vowel→ɛ:spread_vowel,ɛ:spread_vowel→n:coronal",0.06976744186046512,0.08333333333333333,0.16666666666666666,0.012578616352201259,0,0.006289308176100629,0.3,0.03636363636363636,0.012578616352201259,0.08151418750914144,0.16818181818181818,0.09642842896462904,0.15675805290219508,0.32342657342657344,0.18543928647044045
V059,word,hỏi,Northern Vietnamese (Hanoi),1,0.52,0.52,0.07,MODELED_PROXY_NOT_RECORDED,0.18 + 0.34*syllables - 0.03*checked + 0.08*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*tone_types,/hɔj/,hỏi,h,o,i,h-ɔ-j,"h,j,ɔ","h→ɔ,ɔ→j",,hỏi,hỏi,,,0,,glottal → rounded → palatal,"glottal,palatal,rounded","glottal→rounded,rounded→palatal","glottal,palatal,rounded","h:glottal,ɔ:rounded,j:palatal","h:glottal→ɔ:rounded,ɔ:rounded→j:palatal",0.06976744186046512,0.08333333333333333,0.16666666666666666,0.012578616352201259,0,0.006289308176100629,0.3,0.03636363636363636,0.012578616352201259,0.08151418750914144,0.16818181818181818,0.09642842896462904,0.15675805290219508,0.32342657342657344,0.18543928647044045
V060,word,nghĩ,Northern Vietnamese (Hanoi),1,0.52,0.52,0.07,MODELED_PROXY_NOT_RECORDED,0.18 + 0.34*syllables - 0.03*checked + 0.08*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*tone_types,/ŋi/,nghĩ,ngh,i,∅,ŋ-i,"i,ŋ",ŋ→i,,ngã,ngã,,,0,phonation_contrast,low_visibility_velar → spread_vowel,"low_visibility_velar,spread_vowel",low_visibility_velar→spread_vowel,"low_visibility_velar,spread_vowel","ŋ:low_visibility_velar,i:spread_vowel",ŋ:low_visibility_velar→i:spread_vowel,0.046511627906976744,0,0.16666666666666666,0.006289308176100629,0,0.0031446540880503146,0.2,0.01818181818181818,0.006289308176100629,0.05408073716542343,0.1090909090909091,0.06297058214565894,0.10400141762581429,0.2097902097902098,0.12109727335703642
V061,word,giữ,Northern Vietnamese (Hanoi),1,0.52,0.52,0.07,MODELED_PROXY_NOT_RECORDED,0.18 + 0.34*syllables - 0.03*checked + 0.08*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*tone_types,/zɯ/,giữ,gi,ư,∅,z-ɯ,"z,ɯ",z→ɯ,,ngã,ngã,,,0,phonation_contrast,coronal → central_vowel,"central_vowel,coronal",coronal→central_vowel,"central_vowel,coronal","z:coronal,ɯ:central_vowel",z:coronal→ɯ:central_vowel,0.046511627906976744,0,0.16666666666666666,0.006289308176100629,0,0.0031446540880503146,0.2,0.01818181818181818,0.006289308176100629,0.05408073716542343,0.1090909090909091,0.06297058214565894,0.10400141762581429,0.2097902097902098,0.12109727335703642
V062,word,đọc,Northern Vietnamese (Hanoi),1,0.49,0.49,0.07,MODELED_PROXY_NOT_RECORDED,0.18 + 0.34*syllables - 0.03*checked + 0.08*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*tone_types,/ɗɔk̚/,đọc,đ,o,c,ɗ-ɔ-k̚,"k̚,ɔ,ɗ","ɗ→ɔ,ɔ→k̚",,nặng,nặng,,đọc,1,"checked_syllable,phonation_contrast",central_vowel → rounded → low_visibility_velar,"central_vowel,low_visibility_velar,rounded","central_vowel→rounded,rounded→low_visibility_velar","central_vowel,low_visibility_velar,rounded","ɗ:central_vowel,ɔ:rounded,k̚:low_visibility_velar","ɗ:central_vowel→ɔ:rounded,ɔ:rounded→k̚:low_visibility_velar",0.06976744186046512,0.08333333333333333,0.16666666666666666,0.012578616352201259,0,0.006289308176100629,0.3,0.03636363636363636,0.012578616352201259,0.08151418750914144,0.16818181818181818,0.09642842896462904,0.16635548471253356,0.3432282003710575,0.19679271217271233
