id,type,text,syllable_count,estimated_duration,actual_duration_mean,standard_deviation,pronunciation,onsets,nuclei,codas,phoneme_sequence,phoneme_set,phoneme_transitions,cross-word transition,morphophonological_processes,morphophonology_count,viseme_sequence,viseme_set,viseme_transitions,visual_features,phoneme_viseme_pairs,av_transitions,phoneme_coverage_gain,coda_coverage_gain,morph_coverage_gain,viseme_coverage_gain,viseme_transition_gain,av_transition_gain,audio_score,vision_score,joint_av_score,phoneme_transition_gain,audio_score_per_sec,vision_score_per_sec,joint_av_score_per_sec
K023,word,국물,2,0.7,0.6,0.1,궁물,"ㄱ,ㅁ",ㅜ,"ㅇ,ㄹ",ㄱ-ㅜ-ㅇ-ㅁ-ㅜ-ㄹ,"ㄱ,ㅜ,ㅇ,ㅁ,ㄹ","ㄱ→ㅜ,ㅜ→ㅇ,ㅇ→ㅁ,ㅁ→ㅜ,ㅜ→ㄹ",,nasal_assimilation,1.0,low-visibility velar → rounded/protruded vowel → low-visibility coda → bilabial closure → rounded/protruded vowel → low-visibility coda,"low-visibility velar,rounded/protruded vowel,low-visibility coda,bilabial closure","low-visibility velar→rounded/protruded vowel,rounded/protruded vowel→low-visibility coda,low-visibility coda→bilabial closure,bilabial closure→rounded/protruded vowel,rounded/protruded vowel→low-visibility coda",양순음에서 입술 폐쇄가 나타남; 원순 모음에서 입술 원순화/돌출이 나타남; 혀/후방 조음 중심 구간은 입술 단서가 비교적 제한적,"ㄱ:low-visibility velar,ㅜ:rounded/protruded vowel,ㅇ:low-visibility coda,ㅁ:bilabial closure,ㅜ:rounded/protruded vowel,ㄹ:low-visibility coda","ㄱ:low-visibility velar→ㅜ:rounded/protruded vowel,ㅜ:rounded/protruded vowel→ㅇ:low-visibility coda,ㅇ:low-visibility coda→ㅁ:bilabial closure,ㅁ:bilabial closure→ㅜ:rounded/protruded vowel,ㅜ:rounded/protruded vowel→ㄹ:low-visibility coda",0.1,0.18181818181818200,0.125,0.2222222222222220,0.03389830508474580,0.02092050209205020,0.10618483219289700,0.07156308851224110,0.05966948697657320,0.017921146953405000,0.17697472032149500,0.11927181418706800,0.09944914496095530
K024,word,신라,2,0.6,0.6,0.0,실라,"ㅅ,ㄹ","ㅣ,ㅏ",ㄹ,ㅅ-ㅣ-ㄹ-ㄹ-ㅏ,"ㅅ,ㅣ,ㄹ,ㄹ,ㅏ","ㅅ→ㅣ,ㅣ→ㄹ,ㄹ→ㄹ,ㄹ→ㅏ",,liquid_assimilation,1.0,fricative → spread vowel → low-visibility coda → liquid → open vowel,"fricative,spread vowel,low-visibility coda,liquid,open vowel","fricative→spread vowel,spread vowel→low-visibility coda,low-visibility coda→liquid,liquid→open vowel",ㅣ 계열에서 입술이 옆으로 벌어짐; 개방 모음에서 입이 크게 열림; 혀/후방 조음 중심 구간은 입술 단서가 비교적 제한적; 다양한 viseme 전환을 포함,"ㅅ:fricative,ㅣ:spread vowel,ㄹ:low-visibility coda,ㄹ:liquid,ㅏ:open vowel","ㅅ:fricative→ㅣ:spread vowel,ㅣ:spread vowel→ㄹ:low-visibility coda,ㄹ:low-visibility coda→ㄹ:liquid,ㄹ:liquid→ㅏ:open vowel",0.08,0.09090909090909090,0.125,0.2777777777777780,0.03389830508474580,0.016736401673640200,0.07756150211795370,0.08267419962335220,0.054716328397782800,0.014336917562724000,0.12926917019659000,0.13779033270558700,0.09119388066297140
K025,word,같이,2,0.6,0.53,0.06,가치,"ㄱ,ㅊ","ㅏ,ㅣ",,ㄱ-ㅏ-ㅊ-ㅣ,"ㄱ,ㅏ,ㅊ,ㅣ","ㄱ→ㅏ,ㅏ→ㅊ,ㅊ→ㅇ,ㅇ→ㅣ",,palatalization,1.0,low-visibility velar → open vowel → affricate → spread vowel,"low-visibility velar,open vowel,affricate,spread vowel","low-visibility velar→open vowel,open vowel→affricate,affricate→spread vowel",ㅣ 계열에서 입술이 옆으로 벌어짐; 개방 모음에서 입이 크게 열림; 혀/후방 조음 중심 구간은 입술 단서가 비교적 제한적,"ㄱ:low-visibility velar,ㅏ:open vowel,ㅊ:affricate,ㅣ:spread vowel","ㄱ:low-visibility velar→ㅏ:open vowel,ㅏ:open vowel→ㅊ:affricate,ㅊ:affricate→ㅣ:spread vowel",0.08,0.0,0.125,0.2222222222222220,0.025423728813559300,0.012552301255230100,0.05483422939068100,0.06478342749529190,0.040657957235581000,0.014336917562724000,0.10346081017109600,0.1222328820665890,0.07671312685958690
K026,word,학교,2,0.7,0.63,0.06,학꾜,"ㅎ,ㄲ","ㅏ,ㅛ",ㄱ,ㅎ-ㅏ-ㄲ-ㅛ,"ㅎ,ㅏ,ㄲ,ㅛ","ㅎ→ㅏ,ㅏ→ㄱ,ㄱ→ㄲ,ㄲ→ㅛ",,tensification,1.0,glottal → open vowel → low-visibility coda → low-visibility velar → rounded vowel,"glottal,open vowel,low-visibility coda,low-visibility velar,rounded vowel","glottal→open vowel,open vowel→low-visibility coda,low-visibility coda→low-visibility velar,low-visibility velar→rounded vowel",원순 모음에서 입술 원순화/돌출이 나타남; 개방 모음에서 입이 크게 열림; 혀/후방 조음 중심 구간은 입술 단서가 비교적 제한적; 다양한 viseme 전환을 포함,"ㅎ:glottal,ㅏ:open vowel,ㄱ:low-visibility coda,ㄲ:low-visibility velar,ㅛ:rounded vowel","ㅎ:glottal→ㅏ:open vowel,ㅏ:open vowel→ㄱ:low-visibility coda,ㄱ:low-visibility coda→ㄲ:low-visibility velar,ㄲ:low-visibility velar→ㅛ:rounded vowel",0.08,0.09090909090909090,0.125,0.2777777777777780,0.03389830508474580,0.016736401673640200,0.07756150211795370,0.08267419962335220,0.054716328397782800,0.014336917562724000,0.12311349542532300,0.1312288882910350,0.08685131491711560
K027,word,좋다,2,0.8,0.73,0.06,조타,"ㅈ,ㅌ","ㅗ,ㅏ",,ㅈ-ㅗ-ㅌ-ㅏ,"ㅈ,ㅗ,ㅌ,ㅏ","ㅈ→ㅗ,ㅗ→ㅌ,ㅌ→ㅏ",,aspiration,1.0,affricate → rounded vowel → alveolar → open vowel,"affricate,rounded vowel,alveolar,open vowel","affricate→rounded vowel,rounded vowel→alveolar,alveolar→open vowel",원순 모음에서 입술 원순화/돌출이 나타남; 개방 모음에서 입이 크게 열림; 혀/후방 조음 중심 구간은 입술 단서가 비교적 제한적,"ㅈ:affricate,ㅗ:rounded vowel,ㅌ:alveolar,ㅏ:open vowel","ㅈ:affricate→ㅗ:rounded vowel,ㅗ:rounded vowel→ㅌ:alveolar,ㅌ:alveolar→ㅏ:open vowel",0.08,0.0,0.125,0.2222222222222220,0.025423728813559300,0.012552301255230100,0.053938172043010800,0.06478342749529190,0.04034018213979370,0.010752688172043000,0.07388790690823390,0.08874442122642730,0.055260523479169400
K028,word,옷이,2,0.5,0.6,0.1,오시,"ㅇ, ㅅ","ㅗ,ㅣ",,ㅇ-ㅗ-ㅅ-ㅣ,"ㅇ,ㅗ,ㅅ,ㅣ","ㅇ→ㅗ,ㅗ→ㅅ,ㅅ→ㅣ",,resyllabification,1.0,null/velar onset → rounded vowel → fricative → spread vowel,"null/velar onset,rounded vowel,fricative,spread vowel","null/velar onset→rounded vowel,rounded vowel→fricative,fricative→spread vowel",원순 모음에서 입술 원순화/돌출이 나타남; ㅣ 계열에서 입술이 옆으로 벌어짐; 혀/후방 조음 중심 구간은 입술 단서가 비교적 제한적,"ㅇ:null/velar onset,ㅗ:rounded vowel,ㅅ:fricative,ㅣ:spread vowel","ㅇ:null/velar onset→ㅗ:rounded vowel,ㅗ:rounded vowel→ㅅ:fricative,ㅅ:fricative→ㅣ:spread vowel",0.08,0.0,0.125,0.2222222222222220,0.025423728813559300,0.012552301255230100,0.053938172043010800,0.06478342749529190,0.04034018213979370,0.010752688172043000,0.08989695340501790,0.10797237915882000,0.06723363689965610
K029,word,앞문,2,0.8,0.7,0.1,암문,"ㅇ,ㅁ","ㅏ,ㅜ","ㅁ, ㄴ",ㅇ-ㅏ-ㅁ-ㅁ-ㅜ-ㄴ,"ㅇ,ㅏ,ㅁ,ㅁ,ㅜ,ㄴ","ㅇ→ㅏ,ㅏ→ㅁ,ㅁ→ㅁ,ㅁ→ㅜ,ㅜ→ㄴ",,nasal_assimilation,1.0,null/velar onset → open vowel → bilabial nasal coda → bilabial closure → rounded/protruded vowel → low-visibility coda,"null/velar onset,open vowel,bilabial nasal coda,bilabial closure,rounded/protruded vowel,low-visibility coda","null/velar onset→open vowel,open vowel→bilabial nasal coda,bilabial nasal coda→bilabial closure,bilabial closure→rounded/protruded vowel,rounded/protruded vowel→low-visibility coda",양순음에서 입술 폐쇄가 나타남; 원순 모음에서 입술 원순화/돌출이 나타남; 개방 모음에서 입이 크게 열림; 혀/후방 조음 중심 구간은 입술 단서가 비교적 제한적; 다양한 viseme 전환을 포함,"ㅇ:null/velar onset,ㅏ:open vowel,ㅁ:bilabial nasal coda,ㅁ:bilabial closure,ㅜ:rounded/protruded vowel,ㄴ:low-visibility coda","ㅇ:null/velar onset→ㅏ:open vowel,ㅏ:open vowel→ㅁ:bilabial nasal coda,ㅁ:bilabial nasal coda→ㅁ:bilabial closure,ㅁ:bilabial closure→ㅜ:rounded/protruded vowel,ㅜ:rounded/protruded vowel→ㄴ:low-visibility coda",0.1,0.18181818181818200,0.125,0.3333333333333330,0.0423728813559322,0.02092050209205020,0.10618483219289700,0.10056497175141200,0.07034731141217580,0.017921146953405000,0.15169261741842400,0.14366424535916100,0.10049615916025100
K030,word,꽃말,2,0.8,0.67,0.12,꼰말,"ㄲ,ㅁ","ㅗ,ㅏ","ㄴ, ㄹ",ㄲ-ㅗ-ㄴ-ㅁ-ㅏ-ㄹ,"ㄲ,ㅗ,ㄴ,ㅁ,ㅏ,ㄹ","ㄲ→ㅗ,ㅗ→ㄴ,ㄴ→ㅁ,ㅁ→ㅏ,ㅏ→ㄹ",,nasal_assimilation,1.0,low-visibility velar → rounded vowel → low-visibility coda → bilabial closure → open vowel → low-visibility coda,"low-visibility velar,rounded vowel,low-visibility coda,bilabial closure,open vowel","low-visibility velar→rounded vowel,rounded vowel→low-visibility coda,low-visibility coda→bilabial closure,bilabial closure→open vowel,open vowel→low-visibility coda",양순음에서 입술 폐쇄가 나타남; 원순 모음에서 입술 원순화/돌출이 나타남; 개방 모음에서 입이 크게 열림; 혀/후방 조음 중심 구간은 입술 단서가 비교적 제한적; 다양한 viseme 전환을 포함,"ㄲ:low-visibility velar,ㅗ:rounded vowel,ㄴ:low-visibility coda,ㅁ:bilabial closure,ㅏ:open vowel,ㄹ:low-visibility coda","ㄲ:low-visibility velar→ㅗ:rounded vowel,ㅗ:rounded vowel→ㄴ:low-visibility coda,ㄴ:low-visibility coda→ㅁ:bilabial closure,ㅁ:bilabial closure→ㅏ:open vowel,ㅏ:open vowel→ㄹ:low-visibility coda",0.12,0.18181818181818200,0.125,0.2777777777777780,0.0423728813559322,0.02092050209205020,0.11118483219289700,0.08945386064030130,0.06785370793302930,0.017921146953405000,0.16594751073566700,0.13351322483627100,0.10127419094482000
K031,word,먹는,2,0.7,0.63,0.06,멍는,"ㅁ,ㄴ","ㅓ,ㅡ","ㄱ,ㄴ",ㅁ-ㅓ-ㄱ-ㄴ-ㅡ-ㄴ,"ㅁ,ㅓ,ㄱ,ㄴ,ㅡ","ㅁ→ㅓ,ㅓ→ㄱ,ㄱ→ㄴ,ㄴ→ㅡ,ㅡ→ㄴ",,nasal_assimilation,1.0,bilabial closure → open-mid vowel → low-visibility coda → alveolar → neutral/unrounded vowel → low-visibility coda,"bilabial closure,open-mid vowel,low-visibility coda,alveolar,neutral/unrounded vowel","bilabial closure→open-mid vowel,open-mid vowel→low-visibility coda,low-visibility coda→alveolar,alveolar→neutral/unrounded vowel,neutral/unrounded vowel→low-visibility coda",양순음에서 입술 폐쇄가 나타남; 중간 개구의 모음 변화가 나타남; 혀/후방 조음 중심 구간은 입술 단서가 비교적 제한적; 다양한 viseme 전환을 포함,"ㅁ:bilabial closure,ㅓ:open-mid vowel,ㅇ:low-visibility coda,ㄴ:alveolar,ㅡ:neutral/unrounded vowel,ㄴ:low-visibility coda","ㅁ:bilabial closure→ㅓ:open-mid vowel,ㅓ:open-mid vowel→ㅇ:low-visibility coda,ㅇ:low-visibility coda→ㄴ:alveolar,ㄴ:alveolar→ㅡ:neutral/unrounded vowel,ㅡ:neutral/unrounded vowel→ㄴ:low-visibility coda",0.1,0.18181818181818200,0.125,0.2777777777777780,0.0423728813559322,0.02092050209205020,0.10618483219289700,0.08945386064030130,0.06663055717147070,0.017921146953405000,0.16854735268713800,0.14199025498460500,0.10576278916106500
K032,word,닫는,2,0.6,0.53,0.06,단는,"ㄷ,ㄴ","ㅏ,ㅡ",ㄴ,ㄷ-ㅏ-ㄴ-ㄴ-ㅡ-ㄴ,"ㄷ,ㅏ,ㄴ,ㅡ","ㄷ→ㅏ,ㅏ→ㄴ,ㄴ→ㄴ,ㄴ→ㅡ,ㅡ→ㄴ",,nasal_assimilation,1.0,alveolar → open vowel → low-visibility coda → alveolar → neutral/unrounded vowel → low-visibility coda,"alveolar,open vowel,low-visibility coda,neutral/unrounded vowel","alveolar→open vowel,open vowel→low-visibility coda,low-visibility coda→alveolar,alveolar→neutral/unrounded vowel,neutral/unrounded vowel→low-visibility coda",개방 모음에서 입이 크게 열림; 혀/후방 조음 중심 구간은 입술 단서가 비교적 제한적,"ㄷ:alveolar,ㅏ:open vowel,ㄴ:low-visibility coda,ㄴ:alveolar,ㅡ:neutral/unrounded vowel,ㄴ:low-visibility coda","ㄷ:alveolar→ㅏ:open vowel,ㅏ:open vowel→ㄴ:low-visibility coda,ㄴ:low-visibility coda→ㄴ:alveolar,ㄴ:alveolar→ㅡ:neutral/unrounded vowel,ㅡ:neutral/unrounded vowel→ㄴ:low-visibility coda",0.08,0.09090909090909090,0.125,0.2222222222222220,0.0423728813559322,0.02092050209205020,0.07845755946562400,0.07834274952919020,0.055408265315950700,0.017921146953405000,0.14803313106721500,0.1478165085456420,0.10454389682254900
K033,word,설날,2,0.6,0.57,0.06,설랄,"ㅅ,ㄹ","ㅓ,ㅏ",ㄹ,ㅅ-ㅓ-ㄹ-ㄹ-ㅏ-ㄹ,"ㅅ,ㅓ,ㄹ,ㄹ,ㅏ","ㅅ→ㅓ,ㅓ→ㄹ,ㄹ→ㄹ,ㄹ→ㅏ,ㅏ→ㄹ",,liquid_assimilation,1.0,fricative → open-mid vowel → low-visibility coda → liquid → open vowel → low-visibility coda,"fricative,open-mid vowel,low-visibility coda,liquid,open vowel","fricative→open-mid vowel,open-mid vowel→low-visibility coda,low-visibility coda→liquid,liquid→open vowel,open vowel→low-visibility coda",개방 모음에서 입이 크게 열림; 중간 개구의 모음 변화가 나타남; 혀/후방 조음 중심 구간은 입술 단서가 비교적 제한적; 다양한 viseme 전환을 포함,"ㅅ:fricative,ㅓ:open-mid vowel,ㄹ:low-visibility coda,ㄹ:liquid,ㅏ:open vowel,ㄹ:low-visibility coda","ㅅ:fricative→ㅓ:open-mid vowel,ㅓ:open-mid vowel→ㄹ:low-visibility coda,ㄹ:low-visibility coda→ㄹ:liquid,ㄹ:liquid→ㅏ:open vowel,ㅏ:open vowel→ㄹ:low-visibility coda",0.08,0.09090909090909090,0.125,0.2777777777777780,0.0423728813559322,0.02092050209205020,0.07845755946562400,0.08945386064030130,0.05852558382990380,0.017921146953405000,0.13764484116776100,0.15693659761456400,0.10267646285948000
K034,word,색연필,3,1.5,0.93,0.49,생년필,"ㅅ,ㄴ,ㅍ","ㅐ,ㅕ,ㅣ","ㅇ, ㄴ, ㄹ",ㅅ-ㅐ-ㅇ-ㄴ-ㅕ-ㄴ-ㅍ-ㅣ-ㄹ,"ㅅ,ㅐ,ㄱ,ㄴ,ㅕ,ㄴ,ㅍ,ㅣ,ㄹ","ㅅ→ㅐ,ㅐ→ㅇ,ㅇ→ㄴ,ㄴ→ㅕ,ㅕ→ㄴ,ㄴ→ㅍ,ㅍ→ㅣ,ㅣ→ㄹ",,nasal_assimilation,1.0,fricative → front/open-mid vowel → low-visibility coda → alveolar → open-mid vowel → low-visibility coda → bilabial closure → spread vowel → low-visibility coda,"fricative,front/open-mid vowel,low-visibility coda,alveolar,open-mid vowel,bilabial closure,spread vowel","fricative→front/open-mid vowel,front/open-mid vowel→low-visibility coda,low-visibility coda→alveolar,alveolar→open-mid vowel,open-mid vowel→low-visibility coda,low-visibility coda→bilabial closure,bilabial closure→spread vowel,spread vowel→low-visibility coda",양순음에서 입술 폐쇄가 나타남; ㅣ 계열에서 입술이 옆으로 벌어짐; 중간 개구의 모음 변화가 나타남; 혀/후방 조음 중심 구간은 입술 단서가 비교적 제한적; 다양한 viseme 전환을 포함,"ㅅ:fricative,ㅐ:front/open-mid vowel,ㅇ:low-visibility coda,ㄴ:alveolar,ㅕ:open-mid vowel,ㄴ:low-visibility coda,ㅍ:bilabial closure,ㅣ:spread vowel,ㄹ:low-visibility coda","ㅅ:fricative→ㅐ:front/open-mid vowel,ㅐ:front/open-mid vowel→ㅇ:low-visibility coda,ㅇ:low-visibility coda→ㄴ:alveolar,ㄴ:alveolar→ㅕ:open-mid vowel,ㅕ:open-mid vowel→ㄴ:low-visibility coda,ㄴ:low-visibility coda→ㅍ:bilabial closure,ㅍ:bilabial closure→ㅣ:spread vowel,ㅣ:spread vowel→ㄹ:low-visibility coda",0.16,0.2727272727272730,0.125,0.3888888888888890,0.06779661016949150,0.03347280334728030,0.1466002769631800,0.132015065913371,0.09674466521572560,0.02867383512544800,0.1576347064120220,0.14195168377781800,0.1040265217373390
K035,word,독립,2,0.8,0.67,0.12,동닙,"ㄷ,ㄴ","ㅗ,ㅣ","ㅇ, ㅂ",ㄷ-ㅗ-ㅇ-ㄴ-ㅣ-ㅂ,"ㄷ,ㅗ,ㅇ,ㄴ,ㅣ,ㅂ","ㄷ→ㅗ,ㅗ→ㅇ,ㅇ→ㄴ,ㄴ→ㅣ,ㅣ→ㅂ",,nasal_assimilation,1.0,alveolar → rounded vowel → low-visibility coda → alveolar → spread vowel → bilabial coda closure,"alveolar,rounded vowel,low-visibility coda,spread vowel,bilabial coda closure","alveolar→rounded vowel,rounded vowel→low-visibility coda,low-visibility coda→alveolar,alveolar→spread vowel,spread vowel→bilabial coda closure",양순음에서 입술 폐쇄가 나타남; 원순 모음에서 입술 원순화/돌출이 나타남; ㅣ 계열에서 입술이 옆으로 벌어짐; 혀/후방 조음 중심 구간은 입술 단서가 비교적 제한적; 다양한 viseme 전환을 포함,"ㄷ:alveolar,ㅗ:rounded vowel,ㅇ:low-visibility coda,ㄴ:alveolar,ㅣ:spread vowel,ㅂ:bilabial coda closure","ㄷ:alveolar→ㅗ:rounded vowel,ㅗ:rounded vowel→ㅇ:low-visibility coda,ㅇ:low-visibility coda→ㄴ:alveolar,ㄴ:alveolar→ㅣ:spread vowel,ㅣ:spread vowel→ㅂ:bilabial coda closure",0.12,0.18181818181818200,0.125,0.2777777777777780,0.0423728813559322,0.02092050209205020,0.11118483219289700,0.08945386064030130,0.06785370793302930,0.017921146953405000,0.16594751073566700,0.13351322483627100,0.10127419094482000
K036,word,아이,2,0.4,0.47,0.06,아이,ㅇ,"ㅏ,ㅣ",,ㅇ-ㅏ-ㅇ-ㅣ,"ㅇ,ㅏ,ㅣ","ㅇ→ㅏ,ㅏ→ㅇ,ㅇ→ㅣ",,,,null/velar onset → open vowel → null/velar onset → spread vowel,"null/velar onset,open vowel,spread vowel","null/velar onset→open vowel,open vowel→null/velar onset,null/velar onset→spread vowel",ㅣ 계열에서 입술이 옆으로 벌어짐; 개방 모음에서 입이 크게 열림,"ㅇ:null/velar onset,ㅏ:open vowel,ㅇ:null/velar onset,ㅣ:spread vowel","ㅇ:null/velar onset→ㅏ:open vowel,ㅏ:open vowel→ㅇ:null/velar onset,ㅇ:null/velar onset→ㅣ:spread vowel",0.06,0.0,0.0,0.16666666666666700,0.025423728813559300,0.012552301255230100,0.017688172043010800,0.053672316384180800,0.020985469860484000,0.010752688172043000,0.03763440860215050,0.11419641783868300,0.04464993587337030
K037,word,오이,2,0.4,0.5,0.1,오이,ㅇ,"ㅗ,ㅣ",,ㅇ-ㅗ-ㅇ-ㅣ,"ㅇ,ㅗ,ㅣ","ㅇ→ㅗ,ㅗ→ㅇ,ㅇ→ㅣ",,,,null/velar onset → rounded vowel → null/velar onset → spread vowel,"null/velar onset,rounded vowel,spread vowel","null/velar onset→rounded vowel,rounded vowel→null/velar onset,null/velar onset→spread vowel",원순 모음에서 입술 원순화/돌출이 나타남; ㅣ 계열에서 입술이 옆으로 벌어짐,"ㅇ:null/velar onset,ㅗ:rounded vowel,ㅇ:null/velar onset,ㅣ:spread vowel","ㅇ:null/velar onset→ㅗ:rounded vowel,ㅗ:rounded vowel→ㅇ:null/velar onset,ㅇ:null/velar onset→ㅣ:spread vowel",0.06,0.0,0.0,0.16666666666666700,0.025423728813559300,0.012552301255230100,0.017688172043010800,0.053672316384180800,0.020985469860484000,0.010752688172043000,0.035376344086021500,0.10734463276836200,0.04197093972096810
K038,word,우유,2,0.4,0.5,0.1,우유,ㅇ,"ㅜ,ㅠ",,ㅇ-ㅜ-ㅇ-ㅠ,"ㅇ,ㅜ,ㅠ","ㅇ→ㅜ,ㅜ→ㅇ,ㅇ→ㅠ",,,,null/velar onset → rounded/protruded vowel → null/velar onset → rounded/protruded vowel,"null/velar onset,rounded/protruded vowel","null/velar onset→rounded/protruded vowel,rounded/protruded vowel→null/velar onset,null/velar onset→rounded/protruded vowel",원순 모음에서 입술 원순화/돌출이 나타남,"ㅇ:null/velar onset,ㅜ:rounded/protruded vowel,ㅇ:null/velar onset,ㅠ:rounded/protruded vowel","ㅇ:null/velar onset→ㅜ:rounded/protruded vowel,ㅜ:rounded/protruded vowel→ㅇ:null/velar onset,ㅇ:null/velar onset→ㅠ:rounded/protruded vowel",0.06,0.0,0.0,0.1111111111111110,0.01694915254237290,0.012552301255230100,0.017688172043010800,0.035781544256120500,0.019225072748380500,0.010752688172043000,0.035376344086021500,0.07156308851224110,0.038450145496761100
K039,word,여우,2,0.5,0.5,0.0,여우,ㅇ,"ㅕ,ㅜ",,ㅇ-ㅕ-ㅇ-ㅜ,"ㅇ,ㅕ,ㅜ","ㅇ→ㅕ,ㅕ→ㅇ,ㅇ→ㅜ",,,,null/velar onset → open-mid vowel → null/velar onset → rounded/protruded vowel,"null/velar onset,open-mid vowel,rounded/protruded vowel","null/velar onset→open-mid vowel,open-mid vowel→null/velar onset,null/velar onset→rounded/protruded vowel",원순 모음에서 입술 원순화/돌출이 나타남; 중간 개구의 모음 변화가 나타남,"ㅇ:null/velar onset,ㅕ:open-mid vowel,ㅇ:null/velar onset,ㅜ:rounded/protruded vowel","ㅇ:null/velar onset→ㅕ:open-mid vowel,ㅕ:open-mid vowel→ㅇ:null/velar onset,ㅇ:null/velar onset→ㅜ:rounded/protruded vowel",0.06,0.0,0.0,0.16666666666666700,0.025423728813559300,0.012552301255230100,0.017688172043010800,0.053672316384180800,0.020985469860484000,0.010752688172043000,0.035376344086021500,0.10734463276836200,0.04197093972096810
K040,word,이유,2,0.4,0.4,0.0,이유,ㅇ,"ㅣ,ㅠ",,ㅇ-ㅣ-ㅇ-ㅠ,"ㅇ,ㅣ,ㅠ","ㅇ→ㅣ,ㅣ→ㅇ,ㅇ→ㅠ",,,,null/velar onset → spread vowel → null/velar onset → rounded/protruded vowel,"null/velar onset,spread vowel,rounded/protruded vowel","null/velar onset→spread vowel,spread vowel→null/velar onset,null/velar onset→rounded/protruded vowel",원순 모음에서 입술 원순화/돌출이 나타남; ㅣ 계열에서 입술이 옆으로 벌어짐,"ㅇ:null/velar onset,ㅣ:spread vowel,ㅇ:null/velar onset,ㅠ:rounded/protruded vowel","ㅇ:null/velar onset→ㅣ:spread vowel,ㅣ:spread vowel→ㅇ:null/velar onset,ㅇ:null/velar onset→ㅠ:rounded/protruded vowel",0.06,0.0,0.0,0.16666666666666700,0.025423728813559300,0.012552301255230100,0.017688172043010800,0.053672316384180800,0.020985469860484000,0.010752688172043000,0.04422043010752690,0.134180790960452,0.05246367465121010
K041,word,바구니,3,0.9,0.8,0.1,바구니,"ㅂ,ㄱ,ㄴ","ㅏ,ㅜ,ㅣ",,ㅂ-ㅏ-ㄱ-ㅜ-ㄴ-ㅣ,"ㅂ,ㅏ,ㄱ,ㅜ,ㄴ,ㅣ","ㅂ→ㅏ,ㅏ→ㄱ,ㄱ→ㅜ,ㅜ→ㄴ,ㄴ→ㅣ",,,,bilabial closure → open vowel → low-visibility velar → rounded/protruded vowel → alveolar → spread vowel,"bilabial closure,open vowel,low-visibility velar,rounded/protruded vowel,alveolar,spread vowel","bilabial closure→open vowel,open vowel→low-visibility velar,low-visibility velar→rounded/protruded vowel,rounded/protruded vowel→alveolar,alveolar→spread vowel",양순음에서 입술 폐쇄가 나타남; 원순 모음에서 입술 원순화/돌출이 나타남; ㅣ 계열에서 입술이 옆으로 벌어짐; 개방 모음에서 입이 크게 열림; 혀/후방 조음 중심 구간은 입술 단서가 비교적 제한적; 다양한 viseme 전환을 포함,"ㅂ:bilabial closure,ㅏ:open vowel,ㄱ:low-visibility velar,ㅜ:rounded/protruded vowel,ㄴ:alveolar,ㅣ:spread vowel","ㅂ:bilabial closure→ㅏ:open vowel,ㅏ:open vowel→ㄱ:low-visibility velar,ㄱ:low-visibility velar→ㅜ:rounded/protruded vowel,ㅜ:rounded/protruded vowel→ㄴ:alveolar,ㄴ:alveolar→ㅣ:spread vowel",0.12,0.0,0.0,0.3333333333333330,0.0423728813559322,0.02092050209205020,0.034480286738351300,0.10056497175141200,0.03918017167238380,0.017921146953405000,0.043100358422939100,0.12570621468926600,0.04897521459047980
K042,word,고구마,3,0.8,0.73,0.06,고구마,"ㄱ,ㅁ","ㅗ,ㅜ,ㅏ",,ㄱ-ㅗ-ㄱ-ㅜ-ㅁ-ㅏ,"ㄱ,ㅗ,ㅜ,ㅁ,ㅏ","ㄱ→ㅗ,ㅗ→ㄱ,ㄱ→ㅜ,ㅜ→ㅁ,ㅁ→ㅏ",,,,low-visibility velar → rounded vowel → low-visibility velar → rounded/protruded vowel → bilabial closure → open vowel,"low-visibility velar,rounded vowel,rounded/protruded vowel,bilabial closure,open vowel","low-visibility velar→rounded vowel,rounded vowel→low-visibility velar,low-visibility velar→rounded/protruded vowel,rounded/protruded vowel→bilabial closure,bilabial closure→open vowel",양순음에서 입술 폐쇄가 나타남; 원순 모음에서 입술 원순화/돌출이 나타남; 개방 모음에서 입이 크게 열림; 혀/후방 조음 중심 구간은 입술 단서가 비교적 제한적; 다양한 viseme 전환을 포함,"ㄱ:low-visibility velar,ㅗ:rounded vowel,ㄱ:low-visibility velar,ㅜ:rounded/protruded vowel,ㅁ:bilabial closure,ㅏ:open vowel","ㄱ:low-visibility velar→ㅗ:rounded vowel,ㅗ:rounded vowel→ㄱ:low-visibility velar,ㄱ:low-visibility velar→ㅜ:rounded/protruded vowel,ㅜ:rounded/protruded vowel→ㅁ:bilabial closure,ㅁ:bilabial closure→ㅏ:open vowel",0.1,0.0,0.0,0.2777777777777780,0.0423728813559322,0.02092050209205020,0.029480286738351300,0.08945386064030130,0.03497578459225280,0.017921146953405000,0.040383954436097600,0.12253953512370000,0.04791203368801760
