id,type,text,reading_kana,mora_count,estimated_duration,actual_duration_mean,standard_deviation,pronunciation,mora_sequence,consonants,vowels,special_morae,phoneme_sequence,long_vowel_morae,long_vowel_count,phoneme_set,phoneme_transitions,cross_word_transition,phonological_processes,phonological_process_count,prosodic_features,pitch_accent_pattern,pitch_accent_variants,pitch_accent_unit,pitch_accent_source,pitch_accent_confidence,reading_review_status,long_vowel_review_status,pitch_accent_review_status,review_notes,viseme_sequence,viseme_set,viseme_transitions,visual_features,phoneme_viseme_pairs,av_transitions,phoneme_coverage_gain,special_mora_coverage_gain,prosodic_coverage_gain,phoneme_transition_gain,viseme_coverage_gain,viseme_transition_gain,av_transition_gain,audio_score,vision_score,joint_av_score,audio_score_per_sec,vision_score_per_sec,joint_av_score_per_sec,duration_measurement_status,duration_model
J024,word,外,そと,2,0.52,0.52,0.06,そと,そ-と,"s,t",o,,s-o-t-o,,0,"o,s,t","s→o,o→t,t→o",,,0,mora_timed;pitch_accent_relevant,1,,lexical_nucleus,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,HIGH,RULE_REVIEWED,RULE_REVIEWED,DICTIONARY_VERIFIED,,coronal → rounded → coronal → rounded,"coronal,rounded","coronal→rounded,rounded→coronal,coronal→rounded",coronal; rounded,"s:coronal,o:rounded,t:coronal,o:rounded","s:coronal→o:rounded,o:rounded→t:coronal,t:coronal→o:rounded",0.09090909090909091,0.0,0.0,0.019736842105263157,0.2,0.047619047619047616,0.019736842105263157,0.02766148325358852,0.12380952380952381,0.054000260391237835,0.05319516010305484,0.23809523809523808,0.10384665459853429,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J025,word,滝,たき,2,0.52,0.52,0.06,たき,た-き,"k,t","a,i",,t-a-k-i,,0,"a,i,k,t","t→a,a→k,k→i",,,0,mora_timed;pitch_accent_relevant,0,,lexical_nucleus,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,HIGH,RULE_REVIEWED,RULE_REVIEWED,DICTIONARY_VERIFIED,,coronal → open_vowel → low_visibility_velar → spread_vowel,"coronal,low_visibility_velar,open_vowel,spread_vowel","coronal→open_vowel,open_vowel→low_visibility_velar,low_visibility_velar→spread_vowel",coronal; low_visibility_velar; open_vowel; spread_vowel,"t:coronal,a:open_vowel,k:low_visibility_velar,i:spread_vowel","t:coronal→a:open_vowel,a:open_vowel→k:low_visibility_velar,k:low_visibility_velar→i:spread_vowel",0.12121212121212122,0.0,0.0,0.019736842105263157,0.4,0.07142857142857142,0.019736842105263157,0.035237240829346095,0.2357142857142857,0.09030205383588842,0.06776392467181941,0.4532967032967033,0.17365779583824695,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J026,word,地図,ちず,2,0.52,0.52,0.06,ちず,ち-ず,"ch,z","i,u",,ch-i-z-u,,0,"ch,i,u,z","ch→i,i→z,z→u",,,0,mora_timed;pitch_accent_relevant,1,,lexical_nucleus,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,HIGH,RULE_REVIEWED,RULE_REVIEWED,DICTIONARY_VERIFIED,,coronal → spread_vowel → coronal → rounded,"coronal,rounded,spread_vowel","coronal→spread_vowel,spread_vowel→coronal,coronal→rounded",coronal; rounded; spread_vowel,"ch:coronal,i:spread_vowel,z:coronal,u:rounded","ch:coronal→i:spread_vowel,i:spread_vowel→z:coronal,z:coronal→u:rounded",0.12121212121212122,0.0,0.0,0.019736842105263157,0.3,0.07142857142857142,0.019736842105263157,0.035237240829346095,0.18571428571428572,0.07601633955017414,0.06776392467181941,0.35714285714285715,0.14618526836571952,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J027,word,月,つき,2,0.52,0.52,0.06,つき,つ-き,"k,ts","i,u",,ts-u-k-i,,0,"i,k,ts,u","ts→u,u→k,k→i",,high_vowel_devoicing_context,1,mora_timed;pitch_accent_relevant,2,,lexical_nucleus,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,HIGH,RULE_REVIEWED,RULE_REVIEWED,DICTIONARY_VERIFIED,,coronal → rounded → low_visibility_velar → spread_vowel,"coronal,low_visibility_velar,rounded,spread_vowel","coronal→rounded,rounded→low_visibility_velar,low_visibility_velar→spread_vowel",coronal; low_visibility_velar; rounded; spread_vowel,"ts:coronal,u:rounded,k:low_visibility_velar,i:spread_vowel","ts:coronal→u:rounded,u:rounded→k:low_visibility_velar,k:low_visibility_velar→i:spread_vowel",0.12121212121212122,0.0,0.2,0.019736842105263157,0.4,0.07142857142857142,0.019736842105263157,0.0852372408293461,0.2357142857142857,0.118873482407317,0.16391777082566555,0.4532967032967033,0.22860285078330192,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J028,word,手,て,1,0.32,0.33,0.05,て,て,t,e,,t-e,,0,"e,t",t→e,,,0,mora_timed;pitch_accent_relevant,1,,lexical_nucleus,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,HIGH,RULE_REVIEWED,RULE_REVIEWED,DICTIONARY_VERIFIED,,coronal → spread_vowel,"coronal,spread_vowel",coronal→spread_vowel,coronal; spread_vowel,"t:coronal,e:spread_vowel",t:coronal→e:spread_vowel,0.06060606060606061,0.0,0.0,0.006578947368421052,0.2,0.023809523809523808,0.006578947368421052,0.016796251993620413,0.11190476190476191,0.04251049702177522,0.05089773331400125,0.33910533910533913,0.1288196879447734,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J029,word,音,おと,2,0.52,0.52,0.06,おと,お-と,t,o,,o-t-o,,0,"o,t","o→t,t→o",,,0,mora_timed;pitch_accent_relevant,2,,lexical_nucleus,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,HIGH,RULE_REVIEWED,RULE_REVIEWED,DICTIONARY_VERIFIED,,rounded → coronal → rounded,"coronal,rounded","rounded→coronal,coronal→rounded",coronal; rounded,"o:rounded,t:coronal,o:rounded","o:rounded→t:coronal,t:coronal→o:rounded",0.06060606060606061,0.0,0.0,0.013157894736842105,0.2,0.047619047619047616,0.013157894736842105,0.018440988835725678,0.12380952380952381,0.04779155681411321,0.03546344006870322,0.23809523809523808,0.0919068400271408,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J030,word,夏,なつ,2,0.52,0.52,0.06,なつ,な-つ,"n,ts","a,u",,n-a-ts-u,,0,"a,n,ts,u","n→a,a→ts,ts→u",,,0,mora_timed;pitch_accent_relevant,2,,lexical_nucleus,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,HIGH,RULE_REVIEWED,RULE_REVIEWED,DICTIONARY_VERIFIED,,coronal → open_vowel → coronal → rounded,"coronal,open_vowel,rounded","coronal→open_vowel,open_vowel→coronal,coronal→rounded",coronal; open_vowel; rounded,"n:coronal,a:open_vowel,ts:coronal,u:rounded","n:coronal→a:open_vowel,a:open_vowel→ts:coronal,ts:coronal→u:rounded",0.12121212121212122,0.0,0.0,0.019736842105263157,0.3,0.07142857142857142,0.019736842105263157,0.035237240829346095,0.18571428571428572,0.07601633955017414,0.06776392467181941,0.35714285714285715,0.14618526836571952,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J031,word,庭,にわ,2,0.52,0.52,0.06,にわ,に-わ,"n,w","a,i",,n-i-w-a,,0,"a,i,n,w","n→i,i→w,w→a",,,0,mora_timed;pitch_accent_relevant,0,,lexical_nucleus,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,HIGH,RULE_REVIEWED,RULE_REVIEWED,DICTIONARY_VERIFIED,,coronal → spread_vowel → rounded → open_vowel,"coronal,open_vowel,rounded,spread_vowel","coronal→spread_vowel,spread_vowel→rounded,rounded→open_vowel",coronal; open_vowel; rounded; spread_vowel,"n:coronal,i:spread_vowel,w:rounded,a:open_vowel","n:coronal→i:spread_vowel,i:spread_vowel→w:rounded,w:rounded→a:open_vowel",0.12121212121212122,0.0,0.0,0.019736842105263157,0.4,0.07142857142857142,0.019736842105263157,0.035237240829346095,0.2357142857142857,0.09030205383588842,0.06776392467181941,0.4532967032967033,0.17365779583824695,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J032,word,布,ぬの,2,0.52,0.52,0.06,ぬの,ぬ-の,n,"o,u",,n-u-n-o,,0,"n,o,u","n→u,u→n,n→o",,,0,mora_timed;pitch_accent_relevant,0,,lexical_nucleus,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,HIGH,RULE_REVIEWED,RULE_REVIEWED,DICTIONARY_VERIFIED,,coronal → rounded → coronal → rounded,"coronal,rounded","coronal→rounded,rounded→coronal,coronal→rounded",coronal; rounded,"n:coronal,u:rounded,n:coronal,o:rounded","n:coronal→u:rounded,u:rounded→n:coronal,n:coronal→o:rounded",0.09090909090909091,0.0,0.0,0.019736842105263157,0.2,0.047619047619047616,0.019736842105263157,0.02766148325358852,0.12380952380952381,0.054000260391237835,0.05319516010305484,0.23809523809523808,0.10384665459853429,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J033,word,猫,ねこ,2,0.52,0.52,0.06,ねこ,ね-こ,"k,n","e,o",,n-e-k-o,,0,"e,k,n,o","n→e,e→k,k→o",,,0,mora_timed;pitch_accent_relevant,1,,lexical_nucleus,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,HIGH,RULE_REVIEWED,RULE_REVIEWED,DICTIONARY_VERIFIED,,coronal → spread_vowel → low_visibility_velar → rounded,"coronal,low_visibility_velar,rounded,spread_vowel","coronal→spread_vowel,spread_vowel→low_visibility_velar,low_visibility_velar→rounded",coronal; low_visibility_velar; rounded; spread_vowel,"n:coronal,e:spread_vowel,k:low_visibility_velar,o:rounded","n:coronal→e:spread_vowel,e:spread_vowel→k:low_visibility_velar,k:low_visibility_velar→o:rounded",0.12121212121212122,0.0,0.0,0.019736842105263157,0.4,0.07142857142857142,0.019736842105263157,0.035237240829346095,0.2357142857142857,0.09030205383588842,0.06776392467181941,0.4532967032967033,0.17365779583824695,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J034,word,花,はな,2,0.52,0.52,0.06,はな,は-な,"h,n",a,,h-a-n-a,,0,"a,h,n","h→a,a→n,n→a",,,0,mora_timed;pitch_accent_relevant,2,,lexical_nucleus,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,HIGH,RULE_REVIEWED,RULE_REVIEWED,DICTIONARY_VERIFIED,,palatal_glottal → open_vowel → coronal → open_vowel,"coronal,open_vowel,palatal_glottal","palatal_glottal→open_vowel,open_vowel→coronal,coronal→open_vowel",coronal; open_vowel; palatal_glottal,"h:palatal_glottal,a:open_vowel,n:coronal,a:open_vowel","h:palatal_glottal→a:open_vowel,a:open_vowel→n:coronal,n:coronal→a:open_vowel",0.09090909090909091,0.0,0.0,0.019736842105263157,0.3,0.07142857142857142,0.019736842105263157,0.02766148325358852,0.18571428571428572,0.0716873352211698,0.05319516010305484,0.35714285714285715,0.13786026004071114,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J035,word,人,ひと,2,0.52,0.52,0.06,ひと,ひ-と,"h,t","i,o",,h-i-t-o,,0,"h,i,o,t","h→i,i→t,t→o",,high_vowel_devoicing_context,1,mora_timed;pitch_accent_relevant,0,2,lexical_nucleus,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,MEDIUM,RULE_REVIEWED,RULE_REVIEWED,DICTIONARY_VERIFIED,,palatal_glottal → spread_vowel → coronal → rounded,"coronal,palatal_glottal,rounded,spread_vowel","palatal_glottal→spread_vowel,spread_vowel→coronal,coronal→rounded",coronal; palatal_glottal; rounded; spread_vowel,"h:palatal_glottal,i:spread_vowel,t:coronal,o:rounded","h:palatal_glottal→i:spread_vowel,i:spread_vowel→t:coronal,t:coronal→o:rounded",0.12121212121212122,0.0,0.2,0.019736842105263157,0.4,0.07142857142857142,0.019736842105263157,0.0852372408293461,0.2357142857142857,0.118873482407317,0.16391777082566555,0.4532967032967033,0.22860285078330192,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J036,word,船,ふね,2,0.52,0.52,0.06,ふね,ふ-ね,"f,n","e,u",,f-u-n-e,,0,"e,f,n,u","f→u,u→n,n→e",,,0,mora_timed;pitch_accent_relevant,1,,lexical_nucleus,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,HIGH,RULE_REVIEWED,RULE_REVIEWED,DICTIONARY_VERIFIED,,labiodental_like → rounded → coronal → spread_vowel,"coronal,labiodental_like,rounded,spread_vowel","labiodental_like→rounded,rounded→coronal,coronal→spread_vowel",coronal; labiodental_like; rounded; spread_vowel,"f:labiodental_like,u:rounded,n:coronal,e:spread_vowel","f:labiodental_like→u:rounded,u:rounded→n:coronal,n:coronal→e:spread_vowel",0.12121212121212122,0.0,0.0,0.019736842105263157,0.4,0.07142857142857142,0.019736842105263157,0.035237240829346095,0.2357142857142857,0.09030205383588842,0.06776392467181941,0.4532967032967033,0.17365779583824695,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J037,word,部屋,へや,2,0.52,0.52,0.06,へや,へ-や,"h,y","a,e",,h-e-y-a,,0,"a,e,h,y","h→e,e→y,y→a",,,0,mora_timed;pitch_accent_relevant,2,,lexical_nucleus,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,HIGH,RULE_REVIEWED,RULE_REVIEWED,DICTIONARY_VERIFIED,,palatal_glottal → spread_vowel → palatal_glottal → open_vowel,"open_vowel,palatal_glottal,spread_vowel","palatal_glottal→spread_vowel,spread_vowel→palatal_glottal,palatal_glottal→open_vowel",open_vowel; palatal_glottal; spread_vowel,"h:palatal_glottal,e:spread_vowel,y:palatal_glottal,a:open_vowel","h:palatal_glottal→e:spread_vowel,e:spread_vowel→y:palatal_glottal,y:palatal_glottal→a:open_vowel",0.12121212121212122,0.0,0.0,0.019736842105263157,0.3,0.07142857142857142,0.019736842105263157,0.035237240829346095,0.18571428571428572,0.07601633955017414,0.06776392467181941,0.35714285714285715,0.14618526836571952,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J038,word,星,ほし,2,0.52,0.52,0.06,ほし,ほ-し,"h,sh","i,o",,h-o-sh-i,,0,"h,i,o,sh","h→o,o→sh,sh→i",,,0,mora_timed;pitch_accent_relevant,0,,lexical_nucleus,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,HIGH,RULE_REVIEWED,RULE_REVIEWED,DICTIONARY_VERIFIED,,palatal_glottal → rounded → coronal → spread_vowel,"coronal,palatal_glottal,rounded,spread_vowel","palatal_glottal→rounded,rounded→coronal,coronal→spread_vowel",coronal; palatal_glottal; rounded; spread_vowel,"h:palatal_glottal,o:rounded,sh:coronal,i:spread_vowel","h:palatal_glottal→o:rounded,o:rounded→sh:coronal,sh:coronal→i:spread_vowel",0.12121212121212122,0.0,0.0,0.019736842105263157,0.4,0.07142857142857142,0.019736842105263157,0.035237240829346095,0.2357142857142857,0.09030205383588842,0.06776392467181941,0.4532967032967033,0.17365779583824695,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J039,word,窓,まど,2,0.52,0.52,0.06,まど,ま-ど,"d,m","a,o",,m-a-d-o,,0,"a,d,m,o","m→a,a→d,d→o",,,0,mora_timed;pitch_accent_relevant,1,,lexical_nucleus,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,HIGH,RULE_REVIEWED,RULE_REVIEWED,DICTIONARY_VERIFIED,,bilabial_closure → open_vowel → coronal → rounded,"bilabial_closure,coronal,open_vowel,rounded","bilabial_closure→open_vowel,open_vowel→coronal,coronal→rounded",bilabial_closure; coronal; open_vowel; rounded,"m:bilabial_closure,a:open_vowel,d:coronal,o:rounded","m:bilabial_closure→a:open_vowel,a:open_vowel→d:coronal,d:coronal→o:rounded",0.12121212121212122,0.0,0.0,0.019736842105263157,0.4,0.07142857142857142,0.019736842105263157,0.035237240829346095,0.2357142857142857,0.09030205383588842,0.06776392467181941,0.4532967032967033,0.17365779583824695,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J040,word,水,みず,2,0.52,0.52,0.06,みず,み-ず,"m,z","i,u",,m-i-z-u,,0,"i,m,u,z","m→i,i→z,z→u",,,0,mora_timed;pitch_accent_relevant,0,,lexical_nucleus,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,HIGH,RULE_REVIEWED,RULE_REVIEWED,DICTIONARY_VERIFIED,,bilabial_closure → spread_vowel → coronal → rounded,"bilabial_closure,coronal,rounded,spread_vowel","bilabial_closure→spread_vowel,spread_vowel→coronal,coronal→rounded",bilabial_closure; coronal; rounded; spread_vowel,"m:bilabial_closure,i:spread_vowel,z:coronal,u:rounded","m:bilabial_closure→i:spread_vowel,i:spread_vowel→z:coronal,z:coronal→u:rounded",0.12121212121212122,0.0,0.0,0.019736842105263157,0.4,0.07142857142857142,0.019736842105263157,0.035237240829346095,0.2357142857142857,0.09030205383588842,0.06776392467181941,0.4532967032967033,0.17365779583824695,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J041,word,胸,むね,2,0.52,0.52,0.06,むね,む-ね,"m,n","e,u",,m-u-n-e,,0,"e,m,n,u","m→u,u→n,n→e",,,0,mora_timed;pitch_accent_relevant,2,,lexical_nucleus,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,HIGH,RULE_REVIEWED,RULE_REVIEWED,DICTIONARY_VERIFIED,,bilabial_closure → rounded → coronal → spread_vowel,"bilabial_closure,coronal,rounded,spread_vowel","bilabial_closure→rounded,rounded→coronal,coronal→spread_vowel",bilabial_closure; coronal; rounded; spread_vowel,"m:bilabial_closure,u:rounded,n:coronal,e:spread_vowel","m:bilabial_closure→u:rounded,u:rounded→n:coronal,n:coronal→e:spread_vowel",0.12121212121212122,0.0,0.0,0.019736842105263157,0.4,0.07142857142857142,0.019736842105263157,0.035237240829346095,0.2357142857142857,0.09030205383588842,0.06776392467181941,0.4532967032967033,0.17365779583824695,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J042,word,目,め,1,0.32,0.33,0.05,め,め,m,e,,m-e,,0,"e,m",m→e,,,0,mora_timed;pitch_accent_relevant,1,,lexical_nucleus,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,HIGH,RULE_REVIEWED,RULE_REVIEWED,DICTIONARY_VERIFIED,,bilabial_closure → spread_vowel,"bilabial_closure,spread_vowel",bilabial_closure→spread_vowel,bilabial_closure; spread_vowel,"m:bilabial_closure,e:spread_vowel",m:bilabial_closure→e:spread_vowel,0.06060606060606061,0.0,0.0,0.006578947368421052,0.2,0.023809523809523808,0.006578947368421052,0.016796251993620413,0.11190476190476191,0.04251049702177522,0.05089773331400125,0.33910533910533913,0.1288196879447734,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J043,word,森,もり,2,0.52,0.52,0.06,もり,も-り,"m,r","i,o",,m-o-r-i,,0,"i,m,o,r","m→o,o→r,r→i",,,0,mora_timed;pitch_accent_relevant,0,,lexical_nucleus,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,HIGH,RULE_REVIEWED,RULE_REVIEWED,DICTIONARY_VERIFIED,,bilabial_closure → rounded → coronal → spread_vowel,"bilabial_closure,coronal,rounded,spread_vowel","bilabial_closure→rounded,rounded→coronal,coronal→spread_vowel",bilabial_closure; coronal; rounded; spread_vowel,"m:bilabial_closure,o:rounded,r:coronal,i:spread_vowel","m:bilabial_closure→o:rounded,o:rounded→r:coronal,r:coronal→i:spread_vowel",0.12121212121212122,0.0,0.0,0.019736842105263157,0.4,0.07142857142857142,0.019736842105263157,0.035237240829346095,0.2357142857142857,0.09030205383588842,0.06776392467181941,0.4532967032967033,0.17365779583824695,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J044,word,山,やま,2,0.52,0.52,0.06,やま,や-ま,"m,y",a,,y-a-m-a,,0,"a,m,y","y→a,a→m,m→a",,,0,mora_timed;pitch_accent_relevant,2,,lexical_nucleus,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,HIGH,RULE_REVIEWED,RULE_REVIEWED,DICTIONARY_VERIFIED,,palatal_glottal → open_vowel → bilabial_closure → open_vowel,"bilabial_closure,open_vowel,palatal_glottal","palatal_glottal→open_vowel,open_vowel→bilabial_closure,bilabial_closure→open_vowel",bilabial_closure; open_vowel; palatal_glottal,"y:palatal_glottal,a:open_vowel,m:bilabial_closure,a:open_vowel","y:palatal_glottal→a:open_vowel,a:open_vowel→m:bilabial_closure,m:bilabial_closure→a:open_vowel",0.09090909090909091,0.0,0.0,0.019736842105263157,0.3,0.07142857142857142,0.019736842105263157,0.02766148325358852,0.18571428571428572,0.0716873352211698,0.05319516010305484,0.35714285714285715,0.13786026004071114,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J045,word,雪,ゆき,2,0.52,0.52,0.06,ゆき,ゆ-き,"k,y","i,u",,y-u-k-i,,0,"i,k,u,y","y→u,u→k,k→i",,,0,mora_timed;pitch_accent_relevant,2,1,lexical_nucleus,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,MEDIUM,RULE_REVIEWED,RULE_REVIEWED,DICTIONARY_VERIFIED,,palatal_glottal → rounded → low_visibility_velar → spread_vowel,"low_visibility_velar,palatal_glottal,rounded,spread_vowel","palatal_glottal→rounded,rounded→low_visibility_velar,low_visibility_velar→spread_vowel",low_visibility_velar; palatal_glottal; rounded; spread_vowel,"y:palatal_glottal,u:rounded,k:low_visibility_velar,i:spread_vowel","y:palatal_glottal→u:rounded,u:rounded→k:low_visibility_velar,k:low_visibility_velar→i:spread_vowel",0.12121212121212122,0.0,0.0,0.019736842105263157,0.4,0.07142857142857142,0.019736842105263157,0.035237240829346095,0.2357142857142857,0.09030205383588842,0.06776392467181941,0.4532967032967033,0.17365779583824695,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J046,word,夜,よる,2,0.52,0.52,0.06,よる,よ-る,"r,y","o,u",,y-o-r-u,,0,"o,r,u,y","y→o,o→r,r→u",,,0,mora_timed;pitch_accent_relevant,1,,lexical_nucleus,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,HIGH,RULE_REVIEWED,RULE_REVIEWED,DICTIONARY_VERIFIED,,palatal_glottal → rounded → coronal → rounded,"coronal,palatal_glottal,rounded","palatal_glottal→rounded,rounded→coronal,coronal→rounded",coronal; palatal_glottal; rounded,"y:palatal_glottal,o:rounded,r:coronal,u:rounded","y:palatal_glottal→o:rounded,o:rounded→r:coronal,r:coronal→u:rounded",0.12121212121212122,0.0,0.0,0.019736842105263157,0.3,0.07142857142857142,0.019736842105263157,0.035237240829346095,0.18571428571428572,0.07601633955017414,0.06776392467181941,0.35714285714285715,0.14618526836571952,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J047,word,空,そら,2,0.52,0.52,0.06,そら,そ-ら,"r,s","a,o",,s-o-r-a,,0,"a,o,r,s","s→o,o→r,r→a",,,0,mora_timed;pitch_accent_relevant,1,,lexical_nucleus,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,HIGH,RULE_REVIEWED,RULE_REVIEWED,DICTIONARY_VERIFIED,,coronal → rounded → coronal → open_vowel,"coronal,open_vowel,rounded","coronal→rounded,rounded→coronal,coronal→open_vowel",coronal; open_vowel; rounded,"s:coronal,o:rounded,r:coronal,a:open_vowel","s:coronal→o:rounded,o:rounded→r:coronal,r:coronal→a:open_vowel",0.12121212121212122,0.0,0.0,0.019736842105263157,0.3,0.07142857142857142,0.019736842105263157,0.035237240829346095,0.18571428571428572,0.07601633955017414,0.06776392467181941,0.35714285714285715,0.14618526836571952,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
